,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.009527206420898438,0.34572601318359375,0.321533203125,0.3232154846191406,,,,,
sub-tree-avg,,,,,0.0169677734375,0.018187522888183594,0.0008963942527770996,0.005068063735961914,0.958984375
